solid_SIDIS_ec_forwardangle_shower  |                root  |solid_SIDIS_ec_forwardangle_shower  |                                  0*cm 0*cm 440*cm  |                       0*deg 0*deg 0*deg  | ff0000   |                Tube  |                       105*cm 235*cm 21.728*cm 0*deg 360*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_scint_101  |solid_SIDIS_ec_forwardangle_layer_101  |solid_SIDIS_ec_forwardangle_scint_101  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100101 
solid_SIDIS_ec_forwardangle_scint_102  |solid_SIDIS_ec_forwardangle_layer_102  |solid_SIDIS_ec_forwardangle_scint_102  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100102 
solid_SIDIS_ec_forwardangle_scint_103  |solid_SIDIS_ec_forwardangle_layer_103  |solid_SIDIS_ec_forwardangle_scint_103  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100103 
solid_SIDIS_ec_forwardangle_scint_104  |solid_SIDIS_ec_forwardangle_layer_104  |solid_SIDIS_ec_forwardangle_scint_104  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100104 
solid_SIDIS_ec_forwardangle_scint_105  |solid_SIDIS_ec_forwardangle_layer_105  |solid_SIDIS_ec_forwardangle_scint_105  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100105 
solid_SIDIS_ec_forwardangle_scint_106  |solid_SIDIS_ec_forwardangle_layer_106  |solid_SIDIS_ec_forwardangle_scint_106  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100106 
solid_SIDIS_ec_forwardangle_scint_107  |solid_SIDIS_ec_forwardangle_layer_107  |solid_SIDIS_ec_forwardangle_scint_107  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100107 
solid_SIDIS_ec_forwardangle_scint_108  |solid_SIDIS_ec_forwardangle_layer_108  |solid_SIDIS_ec_forwardangle_scint_108  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100108 
solid_SIDIS_ec_forwardangle_scint_109  |solid_SIDIS_ec_forwardangle_layer_109  |solid_SIDIS_ec_forwardangle_scint_109  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100109 
solid_SIDIS_ec_forwardangle_scint_110  |solid_SIDIS_ec_forwardangle_layer_110  |solid_SIDIS_ec_forwardangle_scint_110  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100110 
solid_SIDIS_ec_forwardangle_scint_111  |solid_SIDIS_ec_forwardangle_layer_111  |solid_SIDIS_ec_forwardangle_scint_111  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100111 
solid_SIDIS_ec_forwardangle_scint_112  |solid_SIDIS_ec_forwardangle_layer_112  |solid_SIDIS_ec_forwardangle_scint_112  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100112 
solid_SIDIS_ec_forwardangle_scint_113  |solid_SIDIS_ec_forwardangle_layer_113  |solid_SIDIS_ec_forwardangle_scint_113  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100113 
solid_SIDIS_ec_forwardangle_scint_114  |solid_SIDIS_ec_forwardangle_layer_114  |solid_SIDIS_ec_forwardangle_scint_114  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100114 
solid_SIDIS_ec_forwardangle_scint_115  |solid_SIDIS_ec_forwardangle_layer_115  |solid_SIDIS_ec_forwardangle_scint_115  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100115 
solid_SIDIS_ec_forwardangle_scint_116  |solid_SIDIS_ec_forwardangle_layer_116  |solid_SIDIS_ec_forwardangle_scint_116  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100116 
solid_SIDIS_ec_forwardangle_scint_117  |solid_SIDIS_ec_forwardangle_layer_117  |solid_SIDIS_ec_forwardangle_scint_117  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100117 
solid_SIDIS_ec_forwardangle_scint_118  |solid_SIDIS_ec_forwardangle_layer_118  |solid_SIDIS_ec_forwardangle_scint_118  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100118 
solid_SIDIS_ec_forwardangle_scint_119  |solid_SIDIS_ec_forwardangle_layer_119  |solid_SIDIS_ec_forwardangle_scint_119  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100119 
solid_SIDIS_ec_forwardangle_scint_120  |solid_SIDIS_ec_forwardangle_layer_120  |solid_SIDIS_ec_forwardangle_scint_120  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100120 
solid_SIDIS_ec_forwardangle_scint_121  |solid_SIDIS_ec_forwardangle_layer_121  |solid_SIDIS_ec_forwardangle_scint_121  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100121 
solid_SIDIS_ec_forwardangle_scint_122  |solid_SIDIS_ec_forwardangle_layer_122  |solid_SIDIS_ec_forwardangle_scint_122  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100122 
solid_SIDIS_ec_forwardangle_scint_123  |solid_SIDIS_ec_forwardangle_layer_123  |solid_SIDIS_ec_forwardangle_scint_123  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100123 
solid_SIDIS_ec_forwardangle_scint_124  |solid_SIDIS_ec_forwardangle_layer_124  |solid_SIDIS_ec_forwardangle_scint_124  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100124 
solid_SIDIS_ec_forwardangle_scint_125  |solid_SIDIS_ec_forwardangle_layer_125  |solid_SIDIS_ec_forwardangle_scint_125  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100125 
solid_SIDIS_ec_forwardangle_scint_126  |solid_SIDIS_ec_forwardangle_layer_126  |solid_SIDIS_ec_forwardangle_scint_126  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100126 
solid_SIDIS_ec_forwardangle_scint_127  |solid_SIDIS_ec_forwardangle_layer_127  |solid_SIDIS_ec_forwardangle_scint_127  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100127 
solid_SIDIS_ec_forwardangle_scint_128  |solid_SIDIS_ec_forwardangle_layer_128  |solid_SIDIS_ec_forwardangle_scint_128  |                                0*cm 0*cm 0.025*cm  |                       0*deg 0*deg 0*deg  | f1ffe1   |                Tube  |                        105*cm 235*cm 0.075*cm 0*deg 360*deg  | SL_ec_ScintillatorB  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                       id manual 3100128 
